oln	contact_density
b1002	7.75959079284
b1004	7.58375634518
b1012	7.92375366569
b1013	7.33333333333
b1019	7.58064516129
b1023	7.84797297297
b1034	8.00854700855
b1037	6.18548387097
b1038	5.13385826772
b1039	7.7037037037
b1045	7.55555555556
b1048	7.32653061224
b1056	6.43786982249
b1059	7.65498652291
b1061	7.6049382716
b1062	7.88953488372
b1063	7.06432748538
b1064	9.99069767442
b1068	7.375
b1069	7.12828947368
b1087	7.57291666667
b1089	4.39285714286
b1091	7.80441640379
b1092	7.95409836066
b1093	7.34156378601
b1094	6.93506493506
b1095	8.13138686131
b1096	7.44237918216
b1098	7.66666666667
b1099	8.38888888889
b1100	7.99245283019
b1103	6.46153846154
b1114	7.37521815009
b1120	7.32444444444
b1123	7.81366459627
b1127	7.8296836983
b1128	7.24099722992
b1131	7.59911894273
b1132	7.62441314554
b1133	7.41379310345
b1135	6.91620111732
b1136	7.70673076923
b1159	6.59363957597
b1171	8.02380952381
b1175	7.76653696498
b1178	8.30630630631
b1180	7.45023696682
b1182	7.72937293729
b1183	7.14782608696
b1185	7.26775956284
b1187	7.51327433628
b1192	7.76393442623
b1193	7.6393442623
b1194	6.42477876106
b1197	8.31952662722
b1199	8.15311004785
b1200	8.05357142857
b1204	7.85492227979
b1207	6.92207792208
b1208	7.71731448763
b1209	7.14124293785
b1212	7.2
b1215	7.38970588235
b1219	6.87179487179
b1221	7.6487804878
b1223	8.24886877828
b1224	8.54340836013
b1225	7.17092337917
b1227	7.08928571429
b1236	7.22377622378
b1243	7.74854932302
b1256	7.06593406593
b1258	7.53459119497
b1260	7.58823529412
b1261	8.13740458015
b1262	7.80973451327
b1267	7.59223300971
b1269	8.54980079681
b1271	9.2
b1274	6.78979343864
b1277	7.06896551724
b1278	7.53667953668
b1281	7.53246753247
b1286	7.0534591195
b1288	7.33333333333
b1308	8.68235294118
b1317	7.40969162996
b1319	7.1
b1324	7.13142857143
b1325	7.77987421384
b1327	8.08496732026
b1329	7.69708737864
b1333	7.05517241379
b1342	6.69113149847
b1379	8.44444444444
b1386	7.40389972145
b1388	7.76973684211
b1390	8.17213114754
b1393	7.30708661417
b1394	7.33333333333
b1395	7.73191489362
b1396	6.83969465649
b1412	7.25773195876
b1414	7.68582375479
b1415	8.0
b1418	6.85057471264
b1430	7.62814070352
b1444	7.86497890295
b1452	7.7445482866
b1461	5.81578947368
b1464	7.48474576271
b1469	7.98484848485
b1474	8.39918533605
b1475	6.71972318339
b1476	7.17592592593
b1478	7.72023809524
b1482	6.22535211268
b1492	7.88026607539
b1493	7.58407079646
b1507	7.82323232323
b1508	5.97183098592
b1511	7.82845188285
b1512	7.42207792208
b1517	7.23188405797
b1530	6.59701492537
b1531	8.72868217054
b1535	7.07299270073
b1538	8.16081871345
b1549	9.11811023622
b1563	7.30526315789
b1564	5.14705882353
b1584	7.07692307692
b1591	7.72549019608
b1594	7.62303664921
b1610	6.97704918033
b1611	8.90789473684
b1617	7.78772802653
b1619	7.47450980392
b1622	7.67867036011
b1625	7.05263157895
b1633	7.32701421801
b1635	7.47263681592
b1636	7.8606271777
b1638	6.97487437186
b1639	8.26829268293
b1646	6.95714285714
b1647	7.61073825503
b1649	7.46113989637
b1651	6.328125
b1652	7.21782178218
b1654	9.54782608696
b1656	7.54166666667
b1658	7.45882352941
b1661	9.47126436782
b1662	7.09708737864
b1667	7.90099009901
b1676	7.67264573991
b1679	6.95833333333
b1680	7.93580246914
b1681	7.53658536585
b1682	7.36032388664
b1684	5.94736842105
b1686	7.17647058824
b1707	7.39830508475
b1709	7.5
b1711	7.7037037037
b1712	5.58333333333
b1713	6.84025157233
b1716	6.37606837607
b1717	5.28125
b1719	7.55382215289
b1723	7.49514563107
b1727	7.80733944954
b1731	7.73134328358
b1732	7.42424242424
b1736	8.97087378641
b1738	8.98113207547
b1740	7.14942528736
b1744	7.13291139241
b1745	8.05128205128
b1748	7.725
b1749	7.79104477612
b1757	7.63235294118
b1759	8.57142857143
b1761	9.76470588235
b1763	7.63225806452
b1764	7.00940438871
b1765	6.9604519774
b1767	7.44342507645
b1772	7.44625407166
b1774	7.6023054755
b1779	7.60606060606
b1796	6.76666666667
b1797	6.33027522936
b1804	7.46666666667
b1807	7.39090909091
b1812	8.0502283105
b1822	7.16417910448
b1830	7.33950617284
b1832	7.62264150943
b1835	7.48571428571
b1842	6.02631578947
b1847	6.24242424242
b1849	7.71208226221
b1850	7.69014084507
b1857	7.78707224335
b1861	6.74736842105
b1863	6.93670886076
b1864	7.03862660944
b1865	7.2925170068
b1866	7.31965811966
b1867	7.3085106383
b1870	7.57205240175
b1871	7.75625
b1875	7.10382513661
b1876	7.57168141593
b1881	6.20338983051
b1882	8.6976744186
b1887	8.81437125749
b1891	6.87179487179
b1892	5.75510204082
b1896	8.03097345133
b1901	7.92131147541
b1905	7.66459627329
b1916	7.27118644068
b1930	6.49484536082
b1931	7.59047619048
b1955	7.52586206897
b1960	6.89032258065
b1967	7.8064516129
b1970	6.81081081081
b1971	7.49809885932
b1973	8.57754010695
b1982	7.75169300226
b2004	6.75229357798
b2009	6.90322580645
b2011	7.66743648961
b2017	5.27906976744
b2019	6.66666666667
b2020	7.39310344828
b2021	7.54802259887
b2029	7.62931034483
b2036	7.58038147139
b2039	7.57931034483
b2051	7.27950310559
b2052	7.64444444444
b2053	7.74925373134
b2061	9.72789115646
b2065	6.79792746114
b2068	7.68085106383
b2080	8.62068965517
b2086	7.52613240418
b2091	7.66473988439
b2114	7.99270072993
b2123	8.38848920863
b2131	7.91459074733
b2133	7.86055776892
b2140	7.98738170347
b2143	7.7619047619
b2150	9.68524590164
b2153	7.0990990991
b2155	7.17725752508
b2159	9.57192982456
b2162	8.14285714286
b2165	8.05863192182
b2181	7.52212389381
b2183	6.55411255411
b2185	7.93617021277
b2187	6.0
b2195	7.09803921569
b2206	8.51074589128
b2207	7.34736842105
b2212	7.32367149758
b2214	9.23026315789
b2215	7.22543352601
b2217	7.14851485149
b2221	7.1797235023
b2222	8.32863849765
b2224	7.664
b2232	7.55760368664
b2234	8.23901098901
b2235	7.97640117994
b2239	7.91463414634
b2240	7.58986175115
b2245	7.4140625
b2247	7.74278215223
b2255	9.26100628931
b2259	8.34090909091
b2261	7.60124610592
b2262	7.39649122807
b2264	9.60071942446
b2265	7.98135198135
b2268	7.39215686275
b2272	7.38853503185
b2290	7.72772277228
b2291	7.22033898305
b2299	7.35403726708
b2300	7.15217391304
b2301	7.78010471204
b2302	7.5845410628
b2303	6.57142857143
b2309	7.51464435146
b2312	7.86585365854
b2315	7.88405797101
b2316	7.36186770428
b2318	7.46212121212
b2323	8.06930693069
b2324	7.75159235669
b2328	7.48333333333
b2340	7.58974358974
b2344	7.44607843137
b2366	8.03661327231
b2371	7.28533333333
b2373	7.95272727273
b2374	7.35903614458
b2385	7.93888888889
b2387	8.96296296296
b2407	7.54578754579
b2411	7.55249569707
b2415	8.98823529412
b2416	9.41361256545
b2417	7.14666666667
b2418	7.54545454545
b2421	7.93197278912
b2431	7.72297297297
b2432	6.7724137931
b2434	6.68571428571
b2439	7.27102803738
b2440	7.35714285714
b2441	8.34437086093
b2456	6.29166666667
b2457	6.70833333333
b2458	7.68996960486
b2462	6.89908256881
b2467	6.77348066298
b2474	7.52583586626
b2476	7.51898734177
b2478	8.00684931507
b2497	7.59705159705
b2498	7.09615384615
b2499	7.40175953079
b2500	7.33014354067
b2501	7.85443959243
b2502	7.77510040161
b2507	7.64471057884
b2510	6.98591549296
b2511	6.67464114833
b2512	7.82132564841
b2514	8.15544041451
b2517	7.83183183183
b2518	7.22535211268
b2521	7.27756653992
b2524	8.27272727273
b2525	6.8623853211
b2527	7.14619883041
b2528	5.9587628866
b2529	7.625
b2533	7.75572519084
b2544	7.57388316151
b2551	7.8125
b2552	7.4696969697
b2553	5.85714285714
b2559	7.66666666667
b2562	5.8024691358
b2563	7.28333333333
b2564	7.6694214876
b2565	7.22077922078
b2566	7.00684931507
b2569	7.25714285714
b2571	7.05633802817
b2573	6.67403314917
b2574	7.7489539749
b2580	7.52466367713
b2592	4.59569074778
b2593	7.83333333333
b2595	8.83653846154
b2597	7.92920353982
b2606	6.0
b2607	6.83050847458
b2609	6.09756097561
b2614	6.32911392405
b2617	6.66666666667
b2630	7.47674418605
b2645	6.4380952381
b2659	7.39215686275
b2661	8.09563409563
b2662	7.89647058824
b2665	8.99363057325
b2667	6.51020408163
b2673	6.47368421053
b2674	6.90076335878
b2676	8.1338028169
b2679	7.76051779935
b2688	7.98027613412
b2696	5.47540983607
b2699	0.151815181518
b2701	7.64102564103
b2710	8.09022556391
b2714	7.62589928058
b2717	9.19230769231
b2728	7.91111111111
b2730	7.35443037975
b2733	7.60152284264
b2739	7.90769230769
b2741	6.51263537906
b2743	7.63461538462
b2745	7.52694610778
b2746	7.32484076433
b2747	7.28
b2755	7.37404580153
b2756	6.84974093264
b2757	6.79452054795
b2758	7.32075471698
b2759	7.42483660131
b2760	7.4261954262
b2762	6.93449781659
b2763	8.15483870968
b2765	6.72727272727
b2779	8.20465116279
b2780	7.86516853933
b2781	6.35146443515
b2782	6.67289719626
b2784	6.96260162602
b2785	7.43062200957
b2787	8.12587412587
b2788	8.05454545455
b2792	7.86324786325
b2793	7.3591160221
b2799	8.13506493506
b2800	7.47572815534
b2801	8.15458937198
b2802	7.79695431472
b2804	7.05797101449
b2806	7.72549019608
b2810	7.79949874687
b2811	8.72483221477
b2812	7.44032921811
b2813	7.34925373134
b2817	7.7183908046
b2819	7.12430426716
b2820	7.18307426598
b2821	7.79722518677
b2822	7.46345811052
b2827	9.45454545455
b2828	7.58450704225
b2830	8.9512195122
b2831	6.94392523364
b2833	7.04
b2834	7.6936416185
b2838	7.61520190024
b2843	7.56583629893
b2870	7.88976377953
b2871	8.10256410256
b2889	7.17647058824
b2890	7.36344969199
b2891	7.37016574586
b2893	7.02777777778
b2894	7.47601476015
b2895	9.76878612717
b2897	6.94382022472
b2898	7.69040247678
b2900	8.56310679612
b2901	8.13617021277
b2904	7.14960629921
b2905	7.73553719008
b2906	7.53107344633
b2908	7.94545454545
b2910	7.0
b2913	7.36945812808
b2918	7.24503311258
b2919	7.4296875
b2924	6.75757575758
b2925	7.79640718563
b2926	7.81865284974
b2927	7.3605015674
b2934	9.40136054422
b2935	8.25981873112
b2938	7.3821656051
b2942	7.72395833333
b2947	7.6178343949
b2949	7.91304347826
b2951	7.45851528384
b2954	7.07246376812
b2957	7.65930599369
b2960	7.48792270531
b2962	7.80434782609
b2963	7.66360856269
b2976	9.34439834025
b2988	7.72621035058
b2989	7.41549295775
b2992	8.03703703704
b2993	7.37037037037
b2994	8.21052631579
b3001	8.07643312102
b3006	6.92703862661
b3008	7.95907928389
b3011	7.73157894737
b3012	7.9197080292
b3017	7.63507109005
b3019	7.18540145985
b3021	8.10687022901
b3022	6.84536082474
b3024	6.10752688172
b3028	7.26424870466
b3029	6.42718446602
b3034	6.48756218905
b3035	7.09345794393
b3039	7.6393442623
b3041	9.36405529954
b3049	8.54545454545
b3054	7.5710955711
b3058	6.92173913043
b3064	7.8630952381
b3065	6.02150537634
b3068	7.22424242424
b3073	7.84988962472
b3074	6.23214285714
b3080	8.22955145119
b3081	7.90163934426
b3082	5.64406779661
b3083	6.52
b3084	7.63333333333
b3102	7.62691131498
b3106	7.34801762115
b3126	7.40711462451
b3136	7.92972972973
b3137	7.88278388278
b3149	7.52331606218
b3153	7.78125
b3163	7.96138996139
b3165	6.61666666667
b3166	7.36690647482
b3167	8.46296296296
b3169	4.7595959596
b3172	7.42342342342
b3177	7.54609929078
b3179	7.3
b3180	7.08163265306
b3181	8.02649006623
b3182	7.79385964912
b3183	7.47305389222
b3185	5.59493670886
b3186	6.56
b3189	8.07637231504
b3190	7.73195876289
b3192	7.14594594595
b3200	6.48888888889
b3201	7.63247863248
b3203	8.4
b3204	7.30666666667
b3205	6.98113207547
b3209	7.6866359447
b3222	7.57785467128
b3225	8.00677966102
b3234	0.349367088608
b3235	6.83783783784
b3236	7.62179487179
b3244	7.8375
b3248	7.4708994709
b3253	7.65625
b3256	7.86547085202
b3260	7.59477124183
b3261	5.93103448276
b3279	7.77272727273
b3281	7.72693726937
b3282	7.82010582011
b3287	7.48780487805
b3288	7.61038961039
b3289	7.83018867925
b3294	6.61666666667
b3295	5.81229773463
b3297	6.40845070423
b3298	4.92307692308
b3299	5.42105263158
b3300	7.11779448622
b3302	6.68965517241
b3303	6.08612440191
b3304	7.4375
b3305	6.07954545455
b3306	6.07954545455
b3307	6.32352941176
b3309	5.64705882353
b3311	6.0
b3312	6.47619047619
b3314	6.26568265683
b3315	6.26
b3316	5.72815533981
b3317	6.26568265683
b3318	6.02150537634
b3321	6.42222222222
b3329	8.85915492958
b3336	7.64102564103
b3339	9.23626373626
b3341	6.55367231638
b3342	6.65573770492
b3343	6.90526315789
b3344	6.70588235294
b3345	6.96923076923
b3347	6.65727699531
b3349	6.74489795918
b3357	7.0
b3361	7.3085106383
b3363	8.69879518072
b3366	8.63636363636
b3376	7.87257617729
b3379	8.51546391753
b3381	8.05699481865
b3387	7.79591836735
b3397	6.62365591398
b3403	9.91775700935
b3406	6.08974358974
b3408	6.24096385542
b3410	6.71794871795
b3412	7.953125
b3416	7.8064516129
b3417	8.23115577889
b3425	7.27777777778
b3426	7.91583166333
b3429	8.10062893082
b3430	7.5355450237
b3431	7.95718654434
b3432	8.20783645656
b3433	7.62397820163
b3437	7.27485380117
b3439	7.2905982906
b3440	7.54069767442
b3447	8.28225806452
b3453	8.05263157895
b3458	7.79190751445
b3459	8.203125
b3460	7.6976744186
b3470	9.06172839506
b3476	7.89156626506
b3481	6.4427480916
b3499	7.60573476703
b3500	7.48214285714
b3509	7.79746835443
b3510	6.58227848101
b3517	7.48660714286
b3531	8.30860534125
b3544	7.87771203156
b3549	8.17112299465
b3556	7.77142857143
b3564	8.01680672269
b3566	7.82295081967
b3569	7.47368421053
b3575	7.79518072289
b3590	6.75244299674
b3592	7.27722772277
b3594	7.48717948718
b3606	7.17419354839
b3607	7.86259541985
b3609	6.73134328358
b3610	8.60975609756
b3617	7.79551122195
b3619	7.79487179487
b3620	7.59516616314
b3621	7.71428571429
b3631	7.86486486486
b3634	7.1375
b3635	7.64615384615
b3636	5.56
b3637	5.87012987013
b3640	7.80882352941
b3641	7.41242937853
b3642	7.31455399061
b3648	7.12195121951
b3649	6.32
b3656	8.20957309185
b3670	8.18367346939
b3673	7.552
b3697	7.84501845018
b3701	7.26197183099
b3703	5.04347826087
b3704	7.74789915966
b3708	8.03854389722
b3713	7.23756906077
b3728	9.86292834891
b3729	7.97039473684
b3730	7.33184855234
b3731	4.77941176471
b3732	5.19313304721
b3733	5.53521126761
b3734	7.45081967213
b3735	5.1625
b3736	5.67741935484
b3737	8.05063291139
b3740	7.22279792746
b3741	7.81167608286
b3742	8.92517006803
b3743	6.06666666667
b3744	7.68292682927
b3746	7.4553014553
b3751	8.86346863469
b3770	7.45394736842
b3772	7.34817813765
b3774	8.33128834356
b3775	8.54347826087
b3778	7.50314465409
b3781	8.26168224299
b3783	7.31658291457
b3786	7.66047745358
b3788	7.62463343109
b3789	7.08591065292
b3791	8.05945945946
b3805	7.63945578231
b3807	8.41509433962
b3809	7.48175182482
b3813	7.70336391437
b3816	7.66536964981
b3821	7.2373540856
b3822	7.640625
b3831	7.408
b3842	6.8085106383
b3843	7.38166311301
b3844	7.40707964602
b3847	7.85487528345
b3848	6.87378640777
b3856	6.03797468354
b3857	7.24468085106
b3859	7.29230769231
b3860	8.92063492063
b3865	7.17159763314
b3867	7.76958525346
b3871	7.22775800712
b3878	8.45577211394
b3880	8.25916870416
b3885	7.72864321608
b3887	6.93793103448
b3895	7.38775510204
b3901	6.61538461538
b3902	9.88321167883
b3903	7.92039800995
b3904	8.20459290188
b3908	7.84390243902
b3910	7.47706422018
b3915	6.67132867133
b3916	7.60625
b3919	7.52941176471
b3924	7.64754098361
b3925	7.77570093458
b3926	8.0523138833
b3927	7.90551181102
b3928	5.77215189873
b3929	7.475
b3931	7.06179775281
b3932	9.3908045977
b3935	9.1455399061
b3936	4.48484848485
b3938	6.03846153846
b3939	7.8125
b3941	7.41258741259
b3953	7.0796460177
b3956	7.99314285714
b3959	7.58139534884
b3960	7.67472527473
b3965	7.45257452575
b3966	7.41560798548
b3967	8.05223880597
b3972	7.61764705882
b3973	7.27397260274
b3974	7.52411575563
b3980	7.50777202073
b3983	5.12056737589
b3984	6.13675213675
b3985	6.25675675676
b3987	7.13582089552
b3988	7.08483290488
b3992	7.47008547009
b3995	7.2582781457
b3996	7.1439688716
b4000	5.86842105263
b4005	7.54653937947
b4012	9.2925170068
b4014	8.09073724008
b4015	7.38888888889
b4022	7.025
b4024	7.67857142857
b4025	7.77247706422
b4031	8.38736842105
b4032	6.97202797203
b4033	7.04081632653
b4034	7.91351351351
b4035	7.41239892183
b4036	7.45843230404
b4039	9.40243902439
b4042	6.64347826087
b4043	6.70050761421
b4045	8.34782608696
b4046	6.3355704698
b4051	7.77914110429
b4054	7.70277078086
b4055	7.06666666667
b4057	7.91525423729
b4070	7.70068027211
b4071	6.11267605634
b4079	8.25538020086
b4083	7.84887459807
b4084	7.49103942652
b4085	7.78082191781
b4088	7.66666666667
b4092	7.59036144578
b4098	9.10469314079
b4099	7.64872521246
b4100	7.30588235294
b4101	8.05555555556
b4115	8.01392111369
b4117	7.92052980132
b4127	6.87640449438
b4128	8.24
b4129	7.52164948454
b4131	7.84269662921
b4137	6.33962264151
b4139	7.55555555556
b4142	5.56701030928
b4143	7.50965250965
b4149	7.0067114094
b4150	9.94972067039
b4151	6.42016806723
b4152	5.78461538462
b4153	6.89711934156
b4154	8.06239168111
b4155	7.44107744108
b4161	7.70921985816
b4162	7.65555555556
b4171	7.46229508197
b4173	6.52112676056
b4177	7.7819025522
b4180	7.03305785124
b4187	7.98884758364
b4192	7.36184210526
b4193	10.4966740576
b4196	7.69953051643
b4200	6.24875621891
b4201	6.21276595745
b4202	6.37606837607
b4209	7.77168949772
b4211	7.72363636364
b4219	8.54976303318
b4220	8.86764705882
b4222	8.19469026549
b4226	6.91428571429
b4227	8.08783783784
b4232	7.90967741935
b4235	7.72911963883
b4241	7.53725490196
b4243	6.97637795276
b4244	6.72108843537
b4245	7.72258064516
b4248	6.63076923077
b4249	7.37238493724
b4254	7.90990990991
b4259	7.2602739726
b4260	7.93638170974
b4267	7.46666666667
b4291	7.86081694402
b4306	7.24897959184
b4310	7.45029239766
b4311	7.00487804878
b4314	8.59782608696
b4316	8.54634146341
b4317	6.81491002571
b4318	4.32467532468
b4319	5.98611111111
b4320	8.57347670251
b4322	7.99493670886
b4328	7.91489361702
b4348	6.36637931034
b4349	7.33837429112
b4352	7.36277602524
b4371	7.37724550898
b4375	7.63190184049
b4378	7.84555984556
b4381	8.16
b4382	7.85909090909
b4384	7.45991561181
b4386	7.32522796353
b4391	7.22676579926
b4392	7.93851132686
b4393	6.23762376238
b4394	7.18518518519
b4396	7.21527777778
b4407	8.54545454545
b4475	7.64880952381
b4477	7.71844660194
b4483	7.85384615385
b4501	7.93939393939
b4511	5.93939393939
b4513	5.11111111111
b4517	5.36666666667
b4539	6.93975903614
b4599	5.11111111111
