#Table S10- Log2 ratio (Gal versus Glu) of all genes on the b-FLEX at 20generations of growth.		
Probe ID	Log2 Ratio (20Gen)	gene
YOR367W::BFLEX	0.367	SCP1
YAL067C::BFLEX	0.368	SEO1
YDR185C::BFLEX	0.368	YDR185C
YMR238W::BFLEX	0.37	DFG5
YBL018C::BFLEX	0.37	POP8
YJL144W::BFLEX	0.37	YJL144W
YGR280C::BFLEX	0.371	PXR1
YLR204W::BFLEX	0.371	QRI5
YDR083W::BFLEX	0.371	RRP8
YNL320W::BFLEX	0.371	YNL320W
YFL026W::BFLEX	0.372	STE2
YOL109W::BFLEX	0.372	ZEO1
YFL057C::BFLEX	0.372	
YDR088C::BFLEX	0.373	SLU7
YOR390W::BFLEX	0.373	
YDR347W::BFLEX	0.374	MRP1
YMR278W::BFLEX	0.374	YMR278W
YHR096C::BFLEX	0.375	HXT5
YKL123W::BFLEX	0.375	YKL123W
YKL161C::BFLEX	0.375	YKL161C
YNR066C::BFLEX	0.375	YNR066C
YPL039W::BFLEX	0.375	YPL039W
YLR013W::BFLEX	0.376	GAT3
YMR003W::BFLEX	0.376	YMR003W
YOR333C::BFLEX	0.376	YOR333C
YIR018C-A::BFLEX	0.376	
YBR098W::BFLEX	0.377	MMS4
YMR286W::BFLEX	0.377	MRPL33
YMR272C::BFLEX	0.377	SCS7
YGR105W::BFLEX	0.377	VMA21
YOL097W-A::BFLEX	0.377	
YHR067W::BFLEX	0.378	HTD2
YDR183W::BFLEX	0.379	PLP1
YOL019W-A::BFLEX	0.379	
YOR394W::BFLEX	0.379	
YJL072C::BFLEX	0.381	PSF2
YBR117C::BFLEX	0.381	TKL2
YML090W::BFLEX	0.381	YML090W
YOR067C::BFLEX	0.382	ALG8
YGL136C::BFLEX	0.382	MRM2
YNL212W::BFLEX	0.383	VID27
YNL215W::BFLEX	0.384	IES2
YPL198W::BFLEX	0.384	RPL7B
YKL115C::BFLEX	0.384	YKL115C
YJL196C::BFLEX	0.385	ELO1
YGR145W::BFLEX	0.385	ENP2
YOL155W-A::BFLEX	0.385	
YKR017C::BFLEX	0.386	YKR017C
YBR274W::BFLEX	0.387	CHK1
YJR021C::BFLEX	0.387	REC107
YER074W::BFLEX	0.387	RPS24A
YNL055C::BFLEX	0.388	POR1
YKL096W::BFLEX	0.39	CWP1
YIL019W::BFLEX	0.39	FAF1
YHR065C::BFLEX	0.39	RRP3
YDR165W::BFLEX	0.39	TRM82
YML117W-A::BFLEX	0.39	YML116W-A
YDR060W::BFLEX	0.392	MAK21
YPL146C::BFLEX	0.392	NOP53
YDR242W::BFLEX	0.393	AMD2
YLR007W::BFLEX	0.393	NSE1
YOL028C::BFLEX	0.393	YAP7
YOL026C::BFLEX	0.394	MIM1
YPL183C::BFLEX	0.394	YPL183C
YJL057C::BFLEX	0.395	IKS1
YCL042W::BFLEX	0.395	YCL042W
YGR126W::BFLEX	0.395	YGR126W
YPL182C::BFLEX	0.395	YPL182C
YOR011W-A::BFLEX	0.395	
YOR293C-A::BFLEX	0.396	
YHR176W::BFLEX	0.397	FMO1
YMR175W::BFLEX	0.397	SIP18
YDR453C::BFLEX	0.398	TSA2
YGR203W::BFLEX	0.398	YGR203W
YJR080C::BFLEX	0.399	FMP26
YFR029W::BFLEX	0.399	PTR3
YBL071W-A::BFLEX	0.399	
YHR169W::BFLEX	0.399	
YCR020C::BFLEX	0.4	PET18
YDR524C::BFLEX	0.401	AGE1
YAL016W::BFLEX	0.401	TPD3
YJL081C::BFLEX	0.402	ARP4
YGR055W::BFLEX	0.402	MUP1
YLR447C::BFLEX	0.402	VMA6
YGR046W::BFLEX	0.402	YGR046W
YNL097C-A::BFLEX	0.402	
YER095W::BFLEX	0.403	RAD51
YGL050W::BFLEX	0.403	TYW3
YPR108W::BFLEX	0.404	RPN7
YMR073C::BFLEX	0.404	YMR073C
YLR300W::BFLEX	0.405	EXG1
YOR070C::BFLEX	0.405	GYP1
YPL163C::BFLEX	0.405	SVS1
YHR214W::BFLEX	0.405	
YLR429W::BFLEX	0.406	CRN1
YGL095C::BFLEX	0.406	VPS45
YAL035C-A::BFLEX	0.406	YAL034C-B
YOR255W::BFLEX	0.407	OSW1
YPL196W::BFLEX	0.407	OXR1
YNL288W::BFLEX	0.408	CAF40
YEL012W::BFLEX	0.408	UBC8
YIL005W::BFLEX	0.409	EPS1
YNL037C::BFLEX	0.409	IDH1
YDR181C::BFLEX	0.409	SAS4
YDL118W::BFLEX	0.409	YDL118W
YIL097W::BFLEX	0.41	FYV10
YHR054C::BFLEX	0.41	
YJL221C::BFLEX	0.41	
YLR056W::BFLEX	0.411	ERG3
YJL210W::BFLEX	0.411	PEX2
YGR163W::BFLEX	0.412	GTR2
YGR007W::BFLEX	0.412	MUQ1
YOL069W::BFLEX	0.412	NUF2
YNR020C::BFLEX	0.414	YNR020C
YNL315C::BFLEX	0.415	ATP11
YMR215W::BFLEX	0.415	GAS3
YML004C::BFLEX	0.416	GLO1
YEL017W::BFLEX	0.416	GTT3
YOR266W::BFLEX	0.416	PNT1
YFL068W::BFLEX	0.416	
YIL003W::BFLEX	0.417	CFD1
YML018C::BFLEX	0.417	YML018C
YDR226W::BFLEX	0.418	ADK1
YML129C::BFLEX	0.418	COX14
YNL331C::BFLEX	0.419	AAD14
YFR013W::BFLEX	0.419	IOC3
YML010W-A::BFLEX	0.419	YML009W-B
YHL031C::BFLEX	0.42	GOS1
YPL047W::BFLEX	0.421	SGF11
YKR045C::BFLEX	0.421	YKR045C
YML079W::BFLEX	0.421	YML079W
YOL037C::BFLEX	0.421	YOL037C
YLR028C::BFLEX	0.422	ADE16
YGR213C::BFLEX	0.422	RTA1
YFR006W::BFLEX	0.422	YFR006W
YMR279C::BFLEX	0.423	YMR279C
YOR246C::BFLEX	0.424	YOR246C
YOR286W::BFLEX	0.425	FMP31
YCL059C::BFLEX	0.425	KRR1
YDR257C::BFLEX	0.425	SET7
YOL048C::BFLEX	0.425	YOL048C
YLR363W-A::BFLEX	0.426	
YFL046W::BFLEX	0.427	FMP32
YGR269W::BFLEX	0.427	YGR269W
YLR312C::BFLEX	0.427	YLR312C
YPR126C::BFLEX	0.427	YPR126C
YKR046C::BFLEX	0.428	PET10
YEL037C::BFLEX	0.428	RAD23
YAL005C::BFLEX	0.428	SSA1
YAL065C::BFLEX	0.428	YAL065C
YMR300C::BFLEX	0.429	ADE4
YIR004W::BFLEX	0.43	DJP1
YER004W::BFLEX	0.431	FMP52
YGR258C::BFLEX	0.432	RAD2
YPL199C::BFLEX	0.432	YPL199C
YDR491C::BFLEX	0.433	YDR491C
YGL101W::BFLEX	0.433	YGL101W
YLL026W::BFLEX	0.434	HSP104
YFR032C-A::BFLEX	0.434	RPL29
YPL090C::BFLEX	0.434	RPS6A
YKL068W-A::BFLEX	0.434	
YCR010C::BFLEX	0.435	ADY2
YDR418W::BFLEX	0.435	RPL12B
YLR030W::BFLEX	0.435	YLR030W
YOL098C::BFLEX	0.435	YOL098C
YPR033C::BFLEX	0.436	HTS1
YMR158C-A::BFLEX	0.436	
YMR097C::BFLEX	0.437	MTG1
YHL042W::BFLEX	0.437	YHL042W
YGR232W::BFLEX	0.438	NAS6
YOL019W::BFLEX	0.438	YOL019W
YDL078C::BFLEX	0.439	MDH3
YJL063C::BFLEX	0.439	MRPL8
YJL166W::BFLEX	0.439	QCR8
YBR256C::BFLEX	0.44	RIB5
YLR199C::BFLEX	0.44	YLR199C
YLR352W::BFLEX	0.44	YLR352W
YFR032C::BFLEX	0.442	YFR032C
YOR385W::BFLEX	0.442	YOR385W
YKL016C::BFLEX	0.443	ATP7
YGL157W::BFLEX	0.443	YGL157W
YNR051C::BFLEX	0.444	BRE5
YHL045W::BFLEX	0.444	YHL045W
YIR005W::BFLEX	0.445	IST3
YNL100W::BFLEX	0.445	YNL100W
YMR194C-B::BFLEX	0.445	
YPL018W::BFLEX	0.447	CTF19
YDR265W::BFLEX	0.447	PEX10
YBL100C::BFLEX	0.447	YBL100C
YBR196C-A::BFLEX	0.447	
YBL091C-A::BFLEX	0.448	SCS22
YDR106W::BFLEX	0.449	
YIR030C::BFLEX	0.45	DCG1
YPL154C::BFLEX	0.45	PEP4
YDL075W::BFLEX	0.45	RPL31A
YDR376W::BFLEX	0.451	ARH1
YNL038W::BFLEX	0.451	GPI15
YDR042C::BFLEX	0.452	YDR042C
YKR103W::BFLEX	0.453	NFT1
YIL124W::BFLEX	0.454	AYR1
YHR085W::BFLEX	0.454	IPI1
YOL135C::BFLEX	0.454	MED7
YPL045W::BFLEX	0.454	VPS16
YJR012C::BFLEX	0.454	YJR012C
YER177W::BFLEX	0.455	BMH1
YAL012W::BFLEX	0.455	CYS3
YLL002W::BFLEX	0.455	RTT109
YJR141W::BFLEX	0.455	YJR141W
YIL020C::BFLEX	0.456	HIS6
YBR246W::BFLEX	0.456	YBR246W
YLR001C::BFLEX	0.456	YLR001C
YKL094W::BFLEX	0.458	YJU3
YDR461W::BFLEX	0.459	MFA1
YMR188C::BFLEX	0.459	MRPS17
YPL273W::BFLEX	0.459	SAM4
YDR400W::BFLEX	0.459	URH1
YDR194W-A::BFLEX	0.459	
YBR301W::BFLEX	0.46	DAN3
YMR220W::BFLEX	0.46	ERG8
YOR251C::BFLEX	0.46	YOR251C
YHR137W::BFLEX	0.461	ARO9
YIL049W::BFLEX	0.461	DFG10
YDL047W::BFLEX	0.461	SIT4
YMR284W::BFLEX	0.461	YKU70
YGR037C::BFLEX	0.462	ACB1
YMR052C-A::BFLEX	0.462	YMR052C-A
YHR050W-A::BFLEX	0.462	
YHR212C::BFLEX	0.462	
YBR120C::BFLEX	0.463	CBP6
YDR123C::BFLEX	0.463	INO2
YFL034W::BFLEX	0.463	YFL034W
YGR051C::BFLEX	0.464	YGR051C
YNL323W::BFLEX	0.465	LEM3
YPL130W::BFLEX	0.465	SPO19
YKR020W::BFLEX	0.467	VPS51
YIR044C::BFLEX	0.467	YIR044C
YGR191W::BFLEX	0.468	HIP1
YGR255C::BFLEX	0.469	COQ6
YOR271C::BFLEX	0.469	YOR271C
YPR134W::BFLEX	0.47	MSS18
YLR166C::BFLEX	0.47	SEC10
YAL037W::BFLEX	0.47	YAL037W
YLR046C::BFLEX	0.47	YLR046C
YNL033W::BFLEX	0.47	
YCR082W::BFLEX	0.471	AHC2
YOR280C::BFLEX	0.471	FSH3
YLR287C::BFLEX	0.471	YLR287C
YER031C::BFLEX	0.471	YPT31
YDR109C::BFLEX	0.472	YDR109C
YLR010C::BFLEX	0.473	TEN1
YBR217W::BFLEX	0.474	ATG12
YIL004C::BFLEX	0.474	BET1
YDR424C::BFLEX	0.474	DYN2
YKL021C::BFLEX	0.474	MAK11
YOR368W::BFLEX	0.474	RAD17
YDL124W::BFLEX	0.474	YDL124W
YBL049W::BFLEX	0.476	MOH1
YIL137C::BFLEX	0.476	TMA108
YLR307W::BFLEX	0.477	CDA1
YBL025W::BFLEX	0.478	RRN10
YCR060W::BFLEX	0.478	TAH1
YJR069C::BFLEX	0.479	HAM1
YNL203C::BFLEX	0.479	YNL203C
YJL060W::BFLEX	0.48	BNA3
YNL169C::BFLEX	0.48	PSD1
YAL016C-B::BFLEX	0.48	
YCR094W::BFLEX	0.481	CDC50
YDR305C::BFLEX	0.481	HNT2
YOL077W-A::BFLEX	0.483	
YMR126C::BFLEX	0.485	DLT1
YPR052C::BFLEX	0.485	NHP6A
YCR009C::BFLEX	0.485	RVS161
YDR319C::BFLEX	0.485	YDR319C
YMR233W::BFLEX	0.487	YMR233W
YJL016W::BFLEX	0.488	YJL016W
YNR038W::BFLEX	0.489	DBP6
YHR157W::BFLEX	0.489	REC104
YKL082C::BFLEX	0.489	RRP14
YJR116W::BFLEX	0.489	YJR116W
YLR355C::BFLEX	0.49	ILV5
YDR501W::BFLEX	0.49	PLM2
YCR062W::BFLEX	0.49	YCR061W_p
YPL280W::BFLEX	0.49	
YBR162C::BFLEX	0.491	TOS1
YIL142W::BFLEX	0.493	CCT2
YOR063W::BFLEX	0.493	RPL3
YLR442C::BFLEX	0.493	SIR3
YCR036W::BFLEX	0.494	RBK1
YJL011C::BFLEX	0.494	RPC17
YPR082C::BFLEX	0.495	DIB1
YJR113C::BFLEX	0.495	RSM7
YPR152C::BFLEX	0.495	URN1
YHR039C-A::BFLEX	0.495	
YOR377W::BFLEX	0.496	ATF1
YDL091C::BFLEX	0.496	UBX3
YGL053W::BFLEX	0.497	PRM8
YNL141W::BFLEX	0.498	AAH1
YML023C::BFLEX	0.498	NSE5
YCR047C::BFLEX	0.499	BUD23
YGR185C::BFLEX	0.499	TYS1
YLR224W::BFLEX	0.499	YLR224W
YNR032W::BFLEX	0.5	PPG1
YPR067W::BFLEX	0.501	ISA2
YOR350C::BFLEX	0.501	MNE1
YER053C-A::BFLEX	0.501	
YOR002W::BFLEX	0.504	ALG6
YMR192W::BFLEX	0.505	GYL1
YEL074W::BFLEX	0.505	
YLR406C-A::BFLEX	0.505	
YFL006W::BFLEX	0.506	BLM10_p
YOL071W::BFLEX	0.507	EMI5
YGR209C::BFLEX	0.508	TRX2
YGR189C::BFLEX	0.509	CRH1
YER044C::BFLEX	0.509	ERG28
YKL006C-A::BFLEX	0.509	SFT1
YGL076C::BFLEX	0.511	RPL7A
YGL072C::BFLEX	0.511	YGL072C
YIL062C::BFLEX	0.512	ARC15
YPR094W::BFLEX	0.512	RDS3
YCR027C::BFLEX	0.512	RHB1
YDR115W::BFLEX	0.512	YDR115W
YIL065C::BFLEX	0.513	FIS1
YNL045W::BFLEX	0.513	YNL045W
YGL183C::BFLEX	0.513	
YER052C::BFLEX	0.514	HOM3
YML085C::BFLEX	0.514	TUB1
YGR285C::BFLEX	0.514	ZUO1
YPL055C::BFLEX	0.515	LGE1
YLR385C::BFLEX	0.515	SWC7
YOR289W::BFLEX	0.515	YOR289W
YPR011C::BFLEX	0.515	YPR011C
YOR311C::BFLEX	0.516	HSD1
YOR158W::BFLEX	0.516	PET123
YDL015C::BFLEX	0.516	TSC13
YPR148C::BFLEX	0.516	YPR148C
YGR167W::BFLEX	0.517	CLC1
YPR061C::BFLEX	0.517	JID1
YDR084C::BFLEX	0.518	TVP23
YDL169C::BFLEX	0.519	UGX2
YMR209C::BFLEX	0.519	YMR209C
YPR169W::BFLEX	0.52	JIP5
YGR133W::BFLEX	0.52	PEX4
YGL121C::BFLEX	0.521	GPG1
YDL208W::BFLEX	0.521	NHP2
YPL233W::BFLEX	0.522	NSL1
YDR314C::BFLEX	0.522	RAD34
YPL133C::BFLEX	0.523	RDS2
YMR135W-A::BFLEX	0.523	YMR135W-A
YMR122W-A::BFLEX	0.523	
YGL001C::BFLEX	0.524	ERG26
YIL122W::BFLEX	0.524	POG1
YBR271W::BFLEX	0.526	YBR271W
YIR002C::BFLEX	0.527	MPH1
YIL035C::BFLEX	0.528	CKA1
Q0080::BFLEX	0.528	
YDL013W::BFLEX	0.53	HEX3
YHR024C::BFLEX	0.531	MAS2
YNL305C::BFLEX	0.531	YNL305C
YOR304C-A::BFLEX	0.531	YOR304C-A
YHR189W::BFLEX	0.532	PTH1
YBR155W::BFLEX	0.533	CNS1
YPR191W::BFLEX	0.533	QCR2
YCR075W-A::BFLEX	0.533	
YOL111C::BFLEX	0.536	MDY2
YFR049W::BFLEX	0.537	YMR31
YDR349C::BFLEX	0.537	YPS7
YPR158C-C::BFLEX	0.537	
YBR262C::BFLEX	0.538	FMP51
YKL189W::BFLEX	0.538	HYM1
YER152C::BFLEX	0.538	YER152C
YOR389W::BFLEX	0.538	
YMR064W::BFLEX	0.539	AEP1
YNR035C::BFLEX	0.541	ARC35
YJR079W::BFLEX	0.541	YJR079W
YLR154W-F::BFLEX	0.541	
YOR159C::BFLEX	0.542	SME1
YML121W::BFLEX	0.543	GTR1
YGR156W::BFLEX	0.543	PTI1
YFR039C::BFLEX	0.543	YFR039C
YOR249C::BFLEX	0.544	APC5
YHR175W-A::BFLEX	0.544	
YER186C::BFLEX	0.546	YER186C
YAL038W::BFLEX	0.547	CDC19
YKR090W::BFLEX	0.547	PXL1
YGR271W::BFLEX	0.547	SLH1
YGL057C::BFLEX	0.547	YGL057C
YPR035W::BFLEX	0.548	GLN1
YFR056C::BFLEX	0.548	YFR056C
YMR193C-A::BFLEX	0.548	YMR193C-A
YNL073W::BFLEX	0.549	MSK1
YGR247W::BFLEX	0.55	CPD1
YGR020C::BFLEX	0.552	VMA7
YGL032C::BFLEX	0.554	AGA2
YIL162W::BFLEX	0.554	SUC2
YDR324C::BFLEX	0.554	UTP4
YGR277C::BFLEX	0.554	YGR277C
YJL132W::BFLEX	0.554	YJL132W
YLR125W::BFLEX	0.555	YLR125W
YDR339C::BFLEX	0.556	FCF1
YDR524W-A::BFLEX	0.556	
YGL082W::BFLEX	0.557	YGL082W
YPL189C-A::BFLEX	0.557	
YFL021W::BFLEX	0.558	GAT1
YJR095W::BFLEX	0.558	SFC1
YLR301W::BFLEX	0.558	
YPL241C::BFLEX	0.559	CIN2
YNL173C::BFLEX	0.559	MDG1
YML062C::BFLEX	0.559	MFT1
YMR316W::BFLEX	0.561	DIA1
YJR088C::BFLEX	0.562	YJR088C
YGL011C::BFLEX	0.563	SCL1
YLR178C::BFLEX	0.563	TFS1
YGL036W::BFLEX	0.564	YGL036W
YOR020C::BFLEX	0.565	HSP10
YHR007C-A::BFLEX	0.565	
YAR053W::BFLEX	0.566	
YDL192W::BFLEX	0.569	ARF1
YDR476C::BFLEX	0.569	YDR476C
YOR202W::BFLEX	0.57	HIS3
YML036W::BFLEX	0.571	CGI121
YDL014W::BFLEX	0.571	NOP1
YDR079W::BFLEX	0.572	PET100
YPR066W::BFLEX	0.572	UBA3
YPL093W::BFLEX	0.573	NOG1
YKR060W::BFLEX	0.573	UTP30
YCL033C::BFLEX	0.573	YCL033C
YMR060C::BFLEX	0.574	SAM37
YNL208W::BFLEX	0.575	YNL208W
YLR128W::BFLEX	0.577	DCN1
YKR080W::BFLEX	0.577	MTD1
YMR133W::BFLEX	0.578	REC114
YEL051W::BFLEX	0.578	VMA8
YDL157C::BFLEX	0.578	YDL157C
YJL038C::BFLEX	0.579	YJL038C
YIL025C::BFLEX	0.581	YIL025C
YEL020W-A::BFLEX	0.581	
YGL234W::BFLEX	0.582	ADE5,7
YLR281C::BFLEX	0.582	YLR281C
YCL018W::BFLEX	0.583	
YHL027W::BFLEX	0.585	RIM101
YDL081C::BFLEX	0.585	RPP1A
YGR266W::BFLEX	0.586	YGR266W
YIL033C::BFLEX	0.587	BCY1
YGR021W::BFLEX	0.587	YGR021W
YCL052C::BFLEX	0.588	PBN1
YDL226C::BFLEX	0.589	GCS1
YOR200W::BFLEX	0.589	YOR200W
YGR278W::BFLEX	0.59	CWC22
YOR021C::BFLEX	0.59	YOR021C
YHR021W-A::BFLEX	0.591	ECM12
YNR025C::BFLEX	0.591	YNR025C
YCL025C::BFLEX	0.592	AGP1
YKL095W::BFLEX	0.592	YJU2
YJL077W-B::BFLEX	0.592	
YOR082C::BFLEX	0.593	YOR082C
YNR032C-A::BFLEX	0.594	HUB1
YGR206W::BFLEX	0.594	YGR206W
YDR468C::BFLEX	0.595	TLG1
YHR010W::BFLEX	0.597	RPL27A
YIR015W::BFLEX	0.597	RPR2
YNL086W::BFLEX	0.597	YNL086W
YER179W::BFLEX	0.599	DMC1
YNL135C::BFLEX	0.6	FPR1
YDR255C::BFLEX	0.6	RMD5
YNL235C::BFLEX	0.6	YNL235C
YGL168W::BFLEX	0.601	HUR1
YLL007C::BFLEX	0.604	YLL007C
YHR128W::BFLEX	0.604	
YDR383C::BFLEX	0.605	NKP1
YBL042C::BFLEX	0.606	FUI1
YKL195W::BFLEX	0.606	MIA40
YHR075C::BFLEX	0.606	PPE1
YLR466C-B::BFLEX	0.606	
YGL040C::BFLEX	0.607	HEM2
YOL002C::BFLEX	0.607	IZH2
YOR064C::BFLEX	0.607	YNG1
YPL205C::BFLEX	0.608	YPL205C
YHL048C-A::BFLEX	0.609	
YGR122W::BFLEX	0.61	YGR122W
YML001W::BFLEX	0.611	YPT7
YHR129C::BFLEX	0.613	ARP1
YNL117W::BFLEX	0.613	MLS1
YAL048C::BFLEX	0.614	GEM1
YHR051W::BFLEX	0.615	COX6
YHR140W::BFLEX	0.616	YHR140W
YML025C::BFLEX	0.616	YML6
YGL191W::BFLEX	0.616	
YGL263W::BFLEX	0.617	COS12
YKL178C::BFLEX	0.617	STE3
YLR434C::BFLEX	0.617	YLR434C
YMR180C::BFLEX	0.618	CTL1
YPL038W-A::BFLEX	0.618	
YJL170C::BFLEX	0.619	ASG7
YPL197C::BFLEX	0.621	YPL197C
YLR329W::BFLEX	0.622	REC102
YEL041W::BFLEX	0.622	YEF1
YDL099W::BFLEX	0.623	BUG1
YHR101C::BFLEX	0.624	BIG1
YFL032W::BFLEX	0.625	YFL032W
YML052W::BFLEX	0.627	SUR7
YDL218W::BFLEX	0.627	YDL218W
YNL136W::BFLEX	0.628	EAF7
YHR041C::BFLEX	0.628	SRB2
YAL067W-A::BFLEX	0.629	
YNL213C::BFLEX	0.63	YNL213C
YLR334C::BFLEX	0.631	YLR334C
YLL063C::BFLEX	0.632	AYT1
YPR133C::BFLEX	0.632	SPN1
YGL181W::BFLEX	0.633	GTS1
YJL091C::BFLEX	0.633	GWT1
YPL176C::BFLEX	0.633	TRE1
YKR042W::BFLEX	0.633	UTH1
YKL137W::BFLEX	0.633	YKL137W
YNL148C::BFLEX	0.634	ALF1
YLR017W::BFLEX	0.635	MEU1
YJL083W::BFLEX	0.635	TAX4
YOR056C::BFLEX	0.636	NOB1
YDR493W::BFLEX	0.637	FMP36
YGR220C::BFLEX	0.637	MRPL9
YLR154W-B::BFLEX	0.637	
YDR144C::BFLEX	0.639	MKC7
YIL095W::BFLEX	0.639	PRK1
YOR295W::BFLEX	0.639	UAF30
YNL231C::BFLEX	0.64	PDR16
YEL038W::BFLEX	0.643	UTR4
YBR252W::BFLEX	0.644	DUT1
YLR426W::BFLEX	0.644	YLR426W
YBR296C-A::BFLEX	0.644	
YNL005C::BFLEX	0.645	MRP7
YHR087W::BFLEX	0.646	YHR087W
YDR287W::BFLEX	0.647	YDR287W
YMR082C::BFLEX	0.647	YMR082C
YEL075C::BFLEX	0.65	
YOR132W::BFLEX	0.651	VPS17
YNL027W::BFLEX	0.653	CRZ1
YHL041W::BFLEX	0.653	YHL041W
YPL183W-A::BFLEX	0.653	YPL183W-A
YDL159W-A::BFLEX	0.653	
YBL045C::BFLEX	0.654	COR1
YFL017C::BFLEX	0.654	GNA1
YGR025W::BFLEX	0.654	YGR025W
YKL204W::BFLEX	0.658	EAP1
YPL232W::BFLEX	0.658	SSO1
YFR007W::BFLEX	0.658	YFR007W
YOL142W::BFLEX	0.658	
YOR005C::BFLEX	0.66	DNL4
YCR034W::BFLEX	0.66	FEN1
YLR345W::BFLEX	0.66	YLR345W
YDR246W-A::BFLEX	0.66	
YOR253W::BFLEX	0.661	NAT5
YJL105W::BFLEX	0.662	SET4
YNL303W::BFLEX	0.662	YNL303W
YNL162W::BFLEX	0.663	RPL42A
YCL075W::BFLEX	0.663	YCL075W
YCR102W-A::BFLEX	0.663	YCR102W-A
YOR146W::BFLEX	0.663	YOR146W
YNL133C::BFLEX	0.664	FYV6
YGR076C::BFLEX	0.665	MRPL25
YOL016C::BFLEX	0.666	CMK2
YLR181C::BFLEX	0.666	VTA1
YMR252C::BFLEX	0.667	YMR252C
YDL241W::BFLEX	0.669	YDL241W
YPL245W::BFLEX	0.669	YPL245W
YLR266C::BFLEX	0.671	PDR8
YGL166W::BFLEX	0.672	CUP2
YCR044C::BFLEX	0.672	PER1
YPL185W::BFLEX	0.672	YPL185W
YHR057C::BFLEX	0.674	CPR2
YKR055W::BFLEX	0.674	RHO4
YIL064W::BFLEX	0.674	YIL064W
YJL012C::BFLEX	0.675	VTC4
YHR035W::BFLEX	0.676	YHR035W
YKL003C::BFLEX	0.677	MRP17
YMR158W-A::BFLEX	0.677	YMR158W-B
YGR120C::BFLEX	0.678	COG2
YMR251W::BFLEX	0.678	GTO3
YNL218W::BFLEX	0.68	MGS1
YHR074W::BFLEX	0.68	QNS1
YBL072C::BFLEX	0.68	RPS8A
YMR151W::BFLEX	0.68	YIM2
YAL069W::BFLEX	0.68	
YDL244W::BFLEX	0.68	
YJL172W::BFLEX	0.682	CPS1
YGR175C::BFLEX	0.683	ERG1
YMR092C::BFLEX	0.685	AIP1
YDR397C::BFLEX	0.685	NCB2
YDR003W::BFLEX	0.685	RCR2
YLR124W::BFLEX	0.685	YLR124W
YMR310C::BFLEX	0.685	YMR310C
Q0075::BFLEX	0.685	
YBR162W-A::BFLEX	0.686	YSY6
YPR029C::BFLEX	0.687	APL4
YLR327C::BFLEX	0.687	TMA10
YEL036C::BFLEX	0.688	ANP1
YNR060W::BFLEX	0.691	FRE4
YDR331W::BFLEX	0.692	GPI8
YBR110W::BFLEX	0.694	ALG1
YNR057C::BFLEX	0.694	BIO4
YJL067W::BFLEX	0.695	YJL067W
YFR022W::BFLEX	0.696	ROG3
YLR029C::BFLEX	0.696	RPL15A
YGR043C::BFLEX	0.696	YGR043C
YLL004W::BFLEX	0.697	ORC3
YKR010C::BFLEX	0.697	TOF2
YMR202W::BFLEX	0.699	ERG2
YHR160C::BFLEX	0.702	PEX18
YJR105W::BFLEX	0.706	ADO1
YLL009C::BFLEX	0.709	COX17
YOL059W::BFLEX	0.712	GPD2
YIL117C::BFLEX	0.714	PRM5
YDR531W::BFLEX	0.714	YDR531W
YGR039W::BFLEX	0.714	YGR039W
YOL150C::BFLEX	0.715	YOL150C
YCR053W::BFLEX	0.716	THR4
YNR008W::BFLEX	0.717	LRO1
YLR350W::BFLEX	0.717	ORM2
YPL152W::BFLEX	0.717	RRD2
YGR048W::BFLEX	0.719	UFD1
YGR228W::BFLEX	0.719	YGR228W
YLR378C::BFLEX	0.72	SEC61
YHR187W::BFLEX	0.721	
YIL046W-A::BFLEX2	0.721	
YOL011W::BFLEX	0.722	PLB3
YOL039W::BFLEX	0.723	RPP2A
YPL083C::BFLEX	0.723	SEN54
YER007C-A::BFLEX	0.723	TMA20
YER023W::BFLEX	0.725	PRO3
YER165W::BFLEX	0.726	PAB1
YDR366C::BFLEX	0.73	
YER134C::BFLEX	0.731	YER134C
YIL054W::BFLEX	0.732	YIL054W
YLR446W::BFLEX	0.732	YLR446W
YIL070C::BFLEX	0.734	MAM33
YGL007C-A::BFLEX	0.734	
YGL260W::BFLEX	0.735	YGL260W
YLL049W::BFLEX	0.736	LDB18
YGL079W::BFLEX	0.736	YGL079W
YAR002W::BFLEX	0.737	NUP60
YOR353C::BFLEX	0.74	SOG2
YIL090W::BFLEX	0.742	ICE2
YGR042W::BFLEX	0.744	YGR042W
YNR039C::BFLEX	0.744	ZRG17
YDR357C::BFLEX	0.745	YDR357C
YKL153W::BFLEX	0.745	YKL153W
YBR128C::BFLEX	0.747	ATG14
YHL003C::BFLEX	0.747	LAG1
YPL059W::BFLEX	0.749	GRX5
YJR100C::BFLEX	0.749	YJR100C
YML089C::BFLEX	0.749	YML089C
YDR090C::BFLEX	0.751	YDR090C
YGR026W::BFLEX	0.752	YGR026W
YDR361C::BFLEX	0.753	BCP1
YOR026W::BFLEX	0.753	BUB3
YLR361C::BFLEX	0.753	DCR2
YPR142C::BFLEX	0.753	YPR142C
YNL192W::BFLEX	0.756	CHS1
YLR294C::BFLEX	0.756	YLR294C
YFL052W::BFLEX	0.758	YFL052W
YDR073W::BFLEX	0.759	SNF11
YLR364W::BFLEX	0.759	YLR364W
YMR125W::BFLEX	0.764	STO1
YDR307W::BFLEX	0.764	YDR307W
YGR111W::BFLEX	0.764	YGR111W
YHR198C::BFLEX	0.77	FMP22
