#id: 358
#name: S.cerevisiae - Whole organism, Immunodetection of tagged proteins, normalized data (Ghaemmaghami,Nature,2003)
#score: 4.71
#weight: 80%
#description: abundance based on normalized data, immunodetection of tagged proteins, from<a href="http://www.ncbi.nlm.nih.gov/pubmed/14562106" target="_blank">Ghaemmaghami,Nature,2003</a><br/><b>Interaction consistency score</b>: 4.71&nbsp<b>Coverage</b>: 58
#organ: WHOLE_ORGANISM
#integrated: false
#coverage: 58
#publication_year: 2003
#filename: Ghaemmaghami_et_al_yeast_data.txt
#
internal_id	string_external_id	abundance
633103	4932.YLR214W	19.8
630416	4932.YEL002C	331
632005	4932.YIR010W	29.1
630184	4932.YDR331W	34.7
634826	4932.YOR293W	1200
633446	4932.YML056C	65.9
632733	4932.YKR044W	7.09
630917	4932.YGL029W	51.9
630748	4932.YFL004W	64.7
629170	4932.YBR115C	165
629695	4932.YDL128W	172
633344	4932.YLR433C	156
633608	4932.YMR068W	26.3
633701	4932.YMR153W	45.7
631948	4932.YIL130W	8.78
629603	4932.YDL040C	169
632084	4932.YJL041W	53.2
632353	4932.YJR070C	885
633571	4932.YMR033W	39.7
629663	4932.YDL097C	372
630890	4932.YGL005C	30.3
631441	4932.YGR262C	66.9
632025	4932.YIR024C	13.1
629677	4932.YDL111C	158
632918	4932.YLR049C	7.52
635396	4932.YPR152C	29.1
634947	4932.YPL007C	45.9
633565	4932.YMR029C	89.0
630358	4932.YDR495C	50.3
633092	4932.YLR203C	107
632621	4932.YKL159C	11.6
632692	4932.YKR004C	18.8
632329	4932.YJR046W	48.7
630370	4932.YDR507C	16.3
633490	4932.YML096W	83.2
631764	4932.YHR192W	75.2
629532	4932.YCR082W	21.8
630148	4932.YDR300C	232
629153	4932.YBR101C	291
630977	4932.YGL087C	61.2
635320	4932.YPR080W	8.37
629316	4932.YBR245C	33.3
629224	4932.YBR163W	31.5
630329	4932.YDR465C	35.6
632441	4932.YJR154W	35.6
632535	4932.YKL079W	42.7
630871	4932.YFR044C	495
631270	4932.YGR105W	33.0
635045	4932.YPL103C	3.95
631919	4932.YIL103W	56.1
630858	4932.YFR033C	99.6
630131	4932.YDR283C	6.2
632379	4932.YJR096W	155
628804	4932.YAL010C	17.0
634045	4932.YNL140C	35.3
632058	4932.YJL013C	70.4
631312	4932.YGR143W	10.4
630514	4932.YER007C-A	93.6
631279	4932.YGR112W	13.8
631123	4932.YGL229C	6.2
629181	4932.YBR125C	3.3
630271	4932.YDR409W	3.3
629288	4932.YBR221C	221
628800	4932.YAL005C	5965
632142	4932.YJL094C	3.82
630933	4932.YGL043W	139
630988	4932.YGL098W	20.8
632339	4932.YJR056C	41.9
629927	4932.YDR097C	118
633311	4932.YLR404W	18.8
632169	4932.YJL121C	73.5
631331	4932.YGR161C	46.5
631615	4932.YHR062C	140
635010	4932.YPL069C	62.9
629786	4932.YDL213C	199
631950	4932.YIL132C	9.19
631965	4932.YIL145C	53.3
629209	4932.YBR149W	670
631109	4932.YGL216W	16.3
630781	4932.YFL031W	199
630341	4932.YDR478W	3.82
633083	4932.YLR194C	15.3
632465	4932.YKL015W	16.3
632677	4932.YKL214C	29.1
631103	4932.YGL210W	95.4
633556	4932.YMR020W	155
632197	4932.YJL145W	145
630236	4932.YDR377W	324
632002	4932.YIR007W	23.7
632255	4932.YJL201W	38.8
634029	4932.YNL126W	1.26
632493	4932.YKL040C	250
635354	4932.YPR114W	42.7
633141	4932.YLR249W	19324
633900	4932.YNL004W	44.1
634864	4932.YOR327C	6.65
630837	4932.YFR015C	140
629469	4932.YCR020C-A	47.6
633787	4932.YMR230W	170
634484	4932.YOL139C	315
631906	4932.YIL092W	2.34
629274	4932.YBR207W	10.8
628885	4932.YAR009C	49.2
633222	4932.YLR321C	87.5
634798	4932.YOR266W	32.4
635150	4932.YPL203W	49.2
633282	4932.YLR376C	19.5
630400	4932.YDR532C	8.37
631582	4932.YHR035W	10.0
631216	4932.YGR052W	7.52
633110	4932.YLR221C	65.2
630022	4932.YDR184C	18.8
634265	4932.YNR011C	3.82
632448	4932.YJR161C	18.1
634075	4932.YNL167C	11.2
632673	4932.YKL210W	393
634129	4932.YNL221C	18.8
634810	4932.YOR278W	30.3
632485	4932.YKL033W	16.0
633985	4932.YNL085W	76.2
630950	4932.YGL061C	22.1
633882	4932.YMR315W	213
635157	4932.YPL210C	261
630260	4932.YDR399W	810
628887	4932.YAR014C	12.0
634610	4932.YOR087W	29.1
631726	4932.YHR159W	11.2
631128	4932.YGL234W	795
634394	4932.YOL055C	4.32
634421	4932.YOL082W	27.8
628827	4932.YAL029C	49.0
630314	4932.YDR452W	7.09
634011	4932.YNL108C	43.2
630881	4932.YFR053C	905
634585	4932.YOR065W	885
633865	4932.YMR301C	72.1
633237	4932.YLR336C	67.9
630142	4932.YDR294C	291
628855	4932.YAL049C	39.9
630821	4932.YFR002W	345
629339	4932.YBR267W	18.4
634158	4932.YNL250W	18.4
631254	4932.YGR089W	22.1
630319	4932.YDR457W	7.95
629242	4932.YBR181C	862
633742	4932.YMR188C	62.4
634035	4932.YNL131W	147
632551	4932.YKL095W	50.0
631954	4932.YIL135C	48.4
628919	4932.YBL005W	3.69
634601	4932.YOR078W	47.1
633946	4932.YNL048W	69.6
634775	4932.YOR243C	92.2
632522	4932.YKL067W	158
630532	4932.YER022W	81.0
629105	4932.YBR057C	75.5
635221	4932.YPL269W	14.6
629870	4932.YDR041W	188
630936	4932.YGL047W	43.2
633715	4932.YMR165C	86.8
632759	4932.YKR070W	85.9
632632	4932.YKL168C	21.8
633762	4932.YMR205C	2002
631118	4932.YGL225W	708
629452	4932.YCR005C	51.3
629558	4932.YCR105W	63.7
632423	4932.YJR138W	6.2
630709	4932.YER164W	35.9
629030	4932.YBL101C	17.7
633404	4932.YML017W	48.7
631584	4932.YHR037W	382
632900	4932.YLR032W	33.8
630968	4932.YGL078C	864
631623	4932.YHR069C	107
628972	4932.YBL051C	103
631461	4932.YGR281W	80.2
632958	4932.YLR089C	221
635106	4932.YPL161C	140
630351	4932.YDR488C	16.7
633027	4932.YLR154C	12.3
631435	4932.YGR256W	12.3
630465	4932.YEL042W	193
628945	4932.YBL027W	5002
631495	4932.YHL013C	3.82
634399	4932.YOL060C	131
634303	4932.YNR047W	16.7
629382	4932.YCL005W	3.3
630995	4932.YGL105W	1281
629150	4932.YBR097W	6.2
629640	4932.YDL076C	67.9
629954	4932.YDR120C	345
630661	4932.YER126C	192
633784	4932.YMR227C	23.4
635440	4932.YPR186C	30.7
634024	4932.YNL121C	1005
631371	4932.YGR194C	76.9
630349	4932.YDR486C	46.8
632245	4932.YJL192C	259
631679	4932.YHR117W	91.3
630386	4932.YDR522C	5.28
635226	4932.YPL274W	28.7
634165	4932.YNL257C	9.6
628968	4932.YBL047C	30.6
630475	4932.YEL051W	189
630610	4932.YER084W	6.65
632821	4932.YLL023C	37.3
634338	4932.YOL004W	36.9
632873	4932.YLR005W	51.9
631172	4932.YGR014W	29.4
630939	4932.YGL050W	75.2
629600	4932.YDL036C	14.2
629762	4932.YDL189W	19.8
628894	4932.YAR027W	37.6
633570	4932.YMR032W	4.32
630750	4932.YFL007W	57.6
633451	4932.YML059C	11.6
629696	4932.YDL129W	10.0
629892	4932.YDR063W	67.4
634382	4932.YOL044W	23.7
631649	4932.YHR087W	54.0
631416	4932.YGR238C	10.4
629459	4932.YCR012W	6970
630914	4932.YGL026C	343
629648	4932.YDL084W	1147
630040	4932.YDR201W	14.2
630098	4932.YDR254W	13.5
635368	4932.YPR128C	50.0
632975	4932.YLR105C	7.09
632619	4932.YKL156W	961
635025	4932.YPL084W	227
633906	4932.YNL010W	280
629676	4932.YDL110C	46.8
629664	4932.YDL098C	20.1
630149	4932.YDR301W	14.2
635343	4932.YPR104C	14.2
631392	4932.YGR214W	2079
635238	4932.YPR002W	60.7
630891	4932.YGL006W	2.2
634946	4932.YPL006W	11.6
629533	4932.YCR083W	22.4
632756	4932.YKR067W	68.9
633690	4932.YMR143W	751
634221	4932.YNL310C	33.8
633415	4932.YML028W	8395
629514	4932.YCR063W	42.1
632798	4932.YLL001W	214
634696	4932.YOR168W	832
634097	4932.YNL189W	62.0
630553	4932.YER040W	13.1
633581	4932.YMR043W	199
635427	4932.YPR173C	119
630846	4932.YFR024C-A	81.5
629423	4932.YCL047C	18.4
632282	4932.YJR001W	40.5
630590	4932.YER068W	94.9
630521	4932.YER013W	20.1
632506	4932.YKL053C-A	85.9
631012	4932.YGL122C	215
629583	4932.YDL021W	44.9
633014	4932.YLR143W	50.3
632912	4932.YLR043C	190
629580	4932.YDL018C	70.9
633452	4932.YML060W	81.9
632345	4932.YJR062C	36.5
630957	4932.YGL067W	18.8
629725	4932.YDL156W	84.6
635312	4932.YPR073C	77.6
633423	4932.YML035C	86.8
632316	4932.YJR033C	3.3
632919	4932.YLR050C	7.95
630286	4932.YDR424C	29.1
629705	4932.YDL136W	424
629541	4932.YCR090C	88.1
632510	4932.YKL056C	618
628865	4932.YAL060W	194
632459	4932.YKL009W	403
631964	4932.YIL144W	25.6
634218	4932.YNL307C	8.78
629216	4932.YBR156C	7.09
634187	4932.YNL278W	30.6
632340	4932.YJR057W	66.2
630898	4932.YGL011C	338
632212	4932.YJL159W	324
631951	4932.YIL133C	961
631616	4932.YHR063C	57.6
632254	4932.YJL200C	104
632292	4932.YJR010C-A	123
630164	4932.YDR316W	11.2
629429	4932.YCL052C	109
633283	4932.YLR377C	13.1
634010	4932.YNL107W	5.75
630205	4932.YDR352W	141
633965	4932.YNL067W	1687
629420	4932.YCL044C	75.7
630342	4932.YDR479C	112
628864	4932.YAL059W	62.9
633903	4932.YNL007C	451
635092	4932.YPL148C	10.8
632553	4932.YKL096W	45.7
629919	4932.YDR089W	3.82
632464	4932.YKL014C	131
633129	4932.YLR237W	69.2
633557	4932.YMR021C	329
635359	4932.YPR119W	7.52
632298	4932.YJR015W	14.2
631380	4932.YGR203W	51.3
629011	4932.YBL086C	8.78
632622	4932.YKL160W	130
632717	4932.YKR029C	13.8
629674	4932.YDL108W	97.7
632152	4932.YJL104W	70.6
634959	4932.YPL019C	58.4
630792	4932.YFL041W	62.9
632221	4932.YJL168C	4.81
629978	4932.YDR145W	20.6
629746	4932.YDL174C	239
630623	4932.YER091C	5857
632107	4932.YJL062W	5.75
631591	4932.YHR043C	53.2
629669	4932.YDL103C	122
632290	4932.YJR008W	7.52
629776	4932.YDL203C	2.2
634651	4932.YOR128C	120
633104	4932.YLR215C	108
633475	4932.YML082W	62.4
633268	4932.YLR363W-A	148
633352	4932.YLR439W	171
633849	4932.YMR287C	23.7
632590	4932.YKL130C	90.4
635107	4932.YPL162C	32.1
634393	4932.YOL054W	144
630820	4932.YFR001W	81.1
630041	4932.YDR202C	63.4
628898	4932.YAR031W	5.75
631932	4932.YIL115C	27.2
632097	4932.YJL052W	2669
631127	4932.YGL233W	94.9
632136	4932.YJL088W	25.3
630882	4932.YFR054C	6.65
631725	4932.YHR158C	30.0
633220	4932.YLR319C	57.9
629350	4932.YBR278W	17.4
631387	4932.YGR209C	383
631841	4932.YIL031W	10.0
630143	4932.YDR295C	33.3
628832	4932.YAL033W	49.5
632974	4932.YLR104W	44.1
631325	4932.YGR155W	931
633864	4932.YMR300C	415
630876	4932.YFR049W	45.4
634033	4932.YNL130C	21.8
634292	4932.YNR036C	5.28
629940	4932.YDR108W	194
634305	4932.YNR049C	30.6
634457	4932.YOL112W	38.5
633506	4932.YML109W	2.34
633236	4932.YLR335W	65.7
634159	4932.YNL251C	434
635030	4932.YPL089C	16.3
629338	4932.YBR266C	7.52
634537	4932.YOR020C	3.31
628946	4932.YBL028C	138
633337	4932.YLR426W	47.3
629225	4932.YBR164C	115
631973	4932.YIL153W	102
632370	4932.YJR088C	127
631634	4932.YHR074W	3.82
629278	4932.YBR211C	36.2
633305	4932.YLR399C	180
629340	4932.YBR268W	24.4
630852	4932.YFR030W	35.0
632545	4932.YKL089W	10.3
634520	4932.YOR006C	80.2
629190	4932.YBR131W	63.7
633172	4932.YLR277C	387
628805	4932.YAL011W	30.6
629315	4932.YBR244W	44.6
634994	4932.YPL053C	97.2
629240	4932.YBR179C	22.4
635100	4932.YPL155C	14.6
632380	4932.YJR097W	44.6
633254	4932.YLR351C	100
634436	4932.YOL094C	61.2
635356	4932.YPR116W	47.6
628797	4932.YAL002W	16.3
632143	4932.YJL095W	2.48
631560	4932.YHR018C	225
630270	4932.YDR408C	86.8
634792	4932.YOR260W	212
635042	4932.YPL100W	134
634494	4932.YOL149W	64.0
633150	4932.YLR257W	413
631095	4932.YGL202W	39.3
634600	4932.YOR077W	102
634566	4932.YOR046C	331
632724	4932.YKR035W-A	54.2
634046	4932.YNL141W	459
628944	4932.YBL026W	49.0
633777	4932.YMR220W	1.77
635441	4932.YPR187W	135
630436	4932.YEL018W	20.8
629955	4932.YDR121W	46.5
630294	4932.YDR432W	1746
631372	4932.YGR195W	114
635158	4932.YPL211W	115
629641	4932.YDL077C	7.09
628835	4932.YAL034W-A	57.9
634400	4932.YOL061W	73.4
631742	4932.YHR174W	57.9
630694	4932.YER152C	30.9
632883	4932.YLR015W	29.1
631678	4932.YHR116W	30.3
635211	4932.YPL259C	98.2
635167	4932.YPL220W	2568
631448	4932.YGR269W	6.2
632244	4932.YJL191W	74.8
634942	4932.YPL002C	23.1
632924	4932.YLR055C	187
631175	4932.YGR017W	62.9
634730	4932.YOR198C	742
634339	4932.YOL005C	94.9
634745	4932.YOR213C	39.9
634559	4932.YOR039W	159
630473	4932.YEL050C	35.0
630838	4932.YFR016C	15.6
631892	4932.YIL077C	20.5
634411	4932.YOL072W	25.3
633363	4932.YLR450W	3.3
633355	4932.YLR442C	31.2
631050	4932.YGL159W	3.82
630029	4932.YDR191W	8.37
631645	4932.YHR084W	42.7
631909	4932.YIL095W	29.4
634176	4932.YNL268W	57.4
633302	4932.YLR396C	18.4
629966	4932.YDR132C	3.82
633513	4932.YML116W	38.2
633671	4932.YMR126C	26.6
630956	4932.YGL066W	10.8
629337	4932.YBR265W	171
630023	4932.YDR185C	14.9
633068	4932.YLR179C	138
629134	4932.YBR084C-A	2170
629388	4932.YCL011C	56.3
631781	4932.YHR207C	111
631524	4932.YHL038C	30.3
634571	4932.YOR051C	240
631240	4932.YGR075C	52.9
630287	4932.YDR425W	39.9
634128	4932.YNL220W	1261
631060	4932.YGL169W	12.0
631224	4932.YGR060W	1712
629440	4932.YCL064C	812
633468	4932.YML076C	20.1
630721	4932.YER174C	173
633416	4932.YML029W	41.9
629795	4932.YDL222C	7.3
634224	4932.YNL313C	179
631112	4932.YGL219C	8.37
631465	4932.YGR285C	1918
630919	4932.YGL031C	5491
630316	4932.YDR454C	455
629485	4932.YCR033W	8.78
630591	4932.YER069W	26.3
633633	4932.YMR091C	77.9
630520	4932.YER012W	483
630065	4932.YDR222W	22.4
633368	4932.YLR455W	57.9
628989	4932.YBL067C	2.76
631660	4932.YHR098C	271
629581	4932.YDL019C	23.7
633422	4932.YML034W	46.5
629704	4932.YDL135C	37.0
635261	4932.YPR023C	41.9
635069	4932.YPL126W	146
634211	4932.YNL300W	33.0
633015	4932.YLR144C	31.5
628935	4932.YBL017C	160
632748	4932.YKR059W	2353
630001	4932.YDR168W	227
633453	4932.YML061C	5.75
628815	4932.YAL019W	151
632239	4932.YJL186W	253
631663	4932.YHR101C	76.9
630708	4932.YER163C	28.7
630667	4932.YER132C	18.1
629118	4932.YBR069C	11.2
633403	4932.YML016C	4.81
631242	4932.YGR077C	12.0
633004	4932.YLR133W	87.2
629579	4932.YDL017W	35.5
629869	4932.YDR040C	15.3
632829	4932.YLL031C	6.65
632901	4932.YLR033W	99.1
632428	4932.YJR142W	4.81
631434	4932.YGR255C	65.2
631000	4932.YGL110C	140
630015	4932.YDR179W-A	5.75
632530	4932.YKL074C	92.7
629031	4932.YBL102W	6.2
630345	4932.YDR482C	12.3
633800	4932.YMR242C	1204
635295	4932.YPR056W	103
632990	4932.YLR120C	121
629249	4932.YBR187W	48.1
630466	4932.YEL043W	3.3
633618	4932.YMR077C	20.8
635128	4932.YPL183C	76.7
629999	4932.YDR166C	75.4
632778	4932.YKR088C	250
635358	4932.YPR118W	20.5
631382	4932.YGR204W	791
631142	4932.YGL248W	31.2
628916	4932.YBL002W	9838
632094	4932.YJL050W	278
630005	4932.YDR170W-A	64.7
630018	4932.YDR182W	12.9
629979	4932.YDR146C	15.3
630725	4932.YER177W	3498
629167	4932.YBR112C	86.3
635103	4932.YPL158C	5.28
630092	4932.YDR248C	11.2
632299	4932.YJR016C	3800
629775	4932.YDL202W	135
629666	4932.YDL100C	385
630751	4932.YFL008W	127
630190	4932.YDR337W	155
632106	4932.YJL061W	210
629130	4932.YBR080C	132
633105	4932.YLR216C	413
635391	4932.YPR147C	44.6
630920	4932.YGL032C	25.6
630303	4932.YDR441C	20.8
635035	4932.YPL094C	366
634728	4932.YOR196C	36.2
634623	4932.YOR101W	45.4
633188	4932.YLR290C	31.5
630622	4932.YER090W	145
631941	4932.YIL123W	39.9
634391	4932.YOL052C-A	17.4
634764	4932.YOR231W	23.1
629809	4932.YDL236W	66.2
629673	4932.YDL107W	16.3
635412	4932.YPR161C	46.0
631047	4932.YGL156W	7.09
632577	4932.YKL117W	749
632699	4932.YKR011C	69.9
629992	4932.YDR159W	7.52
631076	4932.YGL185C	31.8
629891	4932.YDR062W	1210
633449	4932.YML058W	416
629250	4932.YBR188C	31.8
633346	4932.YLR435W	297
634693	4932.YOR165W	50.3
631762	4932.YHR190W	239
632976	4932.YLR106C	12.0
633942	4932.YNL044W	122
632690	4932.YKR002W	379
629047	4932.YBR003W	34.7
630039	4932.YDR200C	8.37
635344	4932.YPR105C	35.9
635369	4932.YPR129W	28.4
634653	4932.YOR130C	9.6
635024	4932.YPL083C	11.8
633907	4932.YNL011C	24.4
630211	4932.YDR357C	13.1
629665	4932.YDL099W	116
634945	4932.YPL005W	39.0
629482	4932.YCR030C	94.9
632199	4932.YJL147C	21.8
632157	4932.YJL109C	405
633169	4932.YLR274W	229
632443	4932.YJR156C	16.7
629318	4932.YBR247C	479
631866	4932.YIL054W	11.6
632264	4932.YJL210W	7.52
631804	4932.YIL001W	4.32
633275	4932.YLR369W	123
631974	4932.YIL154C	113
635093	4932.YPL149W	13.5
634521	4932.YOR007C	209
631916	4932.YIL101C	4.32
633853	4932.YMR290W-A	4.81
629793	4932.YDL220C	7.08
633131	4932.YLR239C	26.6
632453	4932.YKL004W	92.7
634740	4932.YOR208W	3.3
634493	4932.YOL148C	92.2
630853	4932.YFR031C	73.1
632413	4932.YJR129C	34.4
632393	4932.YJR110W	24.1
631969	4932.YIL149C	61.4
635043	4932.YPL101W	7.95
629322	4932.YBR251W	148
633151	4932.YLR258W	324
634269	4932.YNR015W	58.9
632381	4932.YJR098C	27.2
631893	4932.YIL078W	946
633253	4932.YLR350W	116
630773	4932.YFL024C	24.7
630896	4932.YGL009C	2138
631338	4932.YGR163W	57.9
632175	4932.YJL127C	33.3
632473	4932.YKL022C	61.1
632509	4932.YKL055C	39.0
634617	4932.YOR095C	126
630225	4932.YDR368W	314
632211	4932.YJL158C	278
629736	4932.YDL164C	3.3
632333	4932.YJR050W	44.1
630012	4932.YDR177W	198
630580	4932.YER061C	36.8
629784	4932.YDL211C	74.5
633126	4932.YLR234W	10.4
631996	4932.YIR001C	144
632660	4932.YKL195W	112
632643	4932.YKL179C	58.9
629918	4932.YDR088C	33.1
630170	4932.YDR320C	17.0
635141	4932.YPL194W	5.28
633964	4932.YNL066W	547
635054	4932.YPL112C	53.7
634970	4932.YPL030W	171
628862	4932.YAL058W	106
632463	4932.YKL013C	200
633217	4932.YLR316C	19.8
634027	4932.YNL124W	40.2
632421	4932.YJR136C	32.7
631908	4932.YIL094C	424
631055	4932.YGL164C	81.5
631822	4932.YIL016W	74.3
632146	4932.YJL098W	248
633364	4932.YLR451W	2.76
630839	4932.YFR017C	14.2
633505	4932.YML108W	57.9
631891	4932.YIL076W	512
634893	4932.YOR352W	77.9
633877	4932.YMR310C	56.3
633224	4932.YLR323C	22.1
634365	4932.YOL028C	37.6
630024	4932.YDR186C	4.32
629156	4932.YBR103W	35.9
628957	4932.YBL038W	64.0
633515	4932.YML117W	34.1
631780	4932.YHR206W	57.1
629387	4932.YCL010C	38.8
631366	4932.YGR189C	655
634870	4932.YOR332W	358
630191	4932.YDR338C	4.32
634589	4932.YOR069W	136
631202	4932.YGR038W	62.2
633987	4932.YNL087W	58.4
632394	4932.YJR111C	41.9
632470	4932.YKL019W	8.78
634131	4932.YNL223W	73.3
629296	4932.YBR227C	241
634880	4932.YOR341W	62.9
630883	4932.YFR055W	57.9
630144	4932.YDR296W	57.9
631126	4932.YGL232W	58.4
633522	4932.YML124C	274
635330	4932.YPR091C	19.1
631310	4932.YGR141W	13.8
634081	4932.YNL173C	27.5
634972	4932.YPL032C	48.4
631259	4932.YGR094W	7.95
629689	4932.YDL122W	199
631618	4932.YHR064C	1633
634304	4932.YNR048W	100
634037	4932.YNL133C	10.4
632386	4932.YJR103W	119
631326	4932.YGR156W	20.8
630875	4932.YFR048W	14.6
628924	4932.YBL007C	21.1
634458	4932.YOL113W	5.28
629399	4932.YCL024W	12.0
633874	4932.YMR307W	274
628831	4932.YAL032C	37.2
631036	4932.YGL145W	134
631702	4932.YHR137W	171
634539	4932.YOR021C	55.9
629299	4932.YBR230C	105
634160	4932.YNL252C	165
633550	4932.YMR014W	72.1
630668	4932.YER133W	324
633755	4932.YMR198W	2.2
632662	4932.YKL197C	46.5
634340	4932.YOL006C	65.9
629450	4932.YCR003W	37.6
633003	4932.YLR132C	10.8
630530	4932.YER020W	101
630707	4932.YER162C	19.5
630375	4932.YDR511W	4.32
633397	4932.YML011C	24.1
632488	4932.YKL035W	381
634109	4932.YNL201C	156
629117	4932.YBR068C	192
629481	4932.YCR028C-A	67.9
631664	4932.YHR102W	23.1
630646	4932.YER112W	76.4
629872	4932.YDR043C	12.3
633809	4932.YMR250W	26.6
630598	4932.YER075C	17.0
630431	4932.YEL015W	52.0
631433	4932.YGR254W	1703
632775	4932.YKR085C	7.95
634986	4932.YPL045W	28.7
633329	4932.YLR418C	12.0
635250	4932.YPR013C	4.32
630577	4932.YER059W	27.5
634767	4932.YOR234C	1456
631001	4932.YGL111W	60.9
633166	4932.YLR271W	32.7
629361	4932.YBR289W	4.81
634655	4932.YOR132W	164
629739	4932.YDL167C	79.3
634405	4932.YOL066C	34.1
633294	4932.YLR388W	144
632675	4932.YKL212W	1066
631956	4932.YIL137C	113
635163	4932.YPL216W	67.9
631677	4932.YHR115C	61.9
630659	4932.YER124C	68.4
630442	4932.YEL022W	171
628950	4932.YBL031W	5.86
635442	4932.YPR188C	25.0
631865	4932.YIL053W	4291
629638	4932.YDL074C	66.2
630696	4932.YER153C	10.4
634915	4932.YOR374W	493
632243	4932.YJL190C	896
633775	4932.YMR218C	9.6
632921	4932.YLR052W	50.6
630997	4932.YGL107C	107
634744	4932.YOR212W	45.4
635206	4932.YPL256C	28.1
630384	4932.YDR520C	20.8
629633	4932.YDL069C	12.3
631058	4932.YGL167C	153
630477	4932.YEL053C	43.8
630079	4932.YDR236C	18.4
632085	4932.YJL042W	6.2
630548	4932.YER037W	4.32
630230	4932.YDR372C	41.2
630575	4932.YER057C	14.9
634212	4932.YNL301C	1414
632606	4932.YKL145W	2.34
632698	4932.YKR010C	7.52
635114	4932.YPL169C	62.8
632808	4932.YLL010C	125
633598	4932.YMR058W	23.3
633347	4932.YLR436C	24.1
634822	4932.YOR290C	4.81
632574	4932.YKL114C	161
633411	4932.YML024W	686
631955	4932.YIL136W	144
633486	4932.YML093W	32.7
631770	4932.YHR197W	174
629531	4932.YCR081W	38.5
629046	4932.YBR002C	199
630252	4932.YDR391C	134
635345	4932.YPR106W	11.6
635240	4932.YPR004C	65.4
633089	4932.YLR200W	17.4
632616	4932.YKL154W	183
632904	4932.YLR035C-A	4.81
629991	4932.YDR158W	408
632548	4932.YKL092C	27.2
633659	4932.YMR116C	7394
634944	4932.YPL004C	2319
634692	4932.YOR164C	119
633945	4932.YNL047C	57.9
635023	4932.YPL082C	146
630100	4932.YDR256C	13.8
634213	4932.YNL302C	76.4
630918	4932.YGL030W	1317
631463	4932.YGR283C	62.7
630722	4932.YER175C	20.8
632595	4932.YKL135C	59.7
632077	4932.YJL033W	175
633340	4932.YLR429W	64.5
634710	4932.YOR182C	411
631902	4932.YIL088C	4.32
629879	4932.YDR050C	4596
631225	4932.YGR061C	905
632805	4932.YLL007C	10.8
634173	4932.YNL265C	106
634223	4932.YNL312W	135
630519	4932.YER011W	13.8
629426	4932.YCL049C	14.6
633343	4932.YLR432W	583
632349	4932.YJR066W	13.1
635189	4932.YPL241C	36.2
631010	4932.YGL120C	375
633016	4932.YLR145W	12.3
631451	4932.YGR271C-A	62.9
630002	4932.YDR169C	14.2
632967	4932.YLR098C	8.78
633973	4932.YNL073W	50.6
635260	4932.YPR022C	5.28
632980	4932.YLR110C	3508
629782	4932.YDL209C	58.9
629703	4932.YDL134C	125
630497	4932.YEL071W	288
633832	4932.YMR272C	73.1
633454	4932.YML062C	131
635347	4932.YPR108W	1152
632614	4932.YKL152C	3817
630801	4932.YFL050C	47.3
630226	4932.YDR369C	7.95
629159	4932.YBR106W	1372
629019	4932.YBL093C	136
632508	4932.YKL054C	75.0
633366	4932.YLR453C	13.1
631337	4932.YGR162W	217
629737	4932.YDL165W	47.1
633978	4932.YNL078W	11.2
629857	4932.YDR032C	51.6
632172	4932.YJL124C	77.4
631424	4932.YGR245C	80.8
630014	4932.YDR179C	7.95
633145	4932.YLR253W	35.6
632475	4932.YKL023W	38.5
631525	4932.YHL039W	115
632334	4932.YJR051W	9.6
632550	4932.YKL094W	47.6
635371	4932.YPR131C	14.2
631949	4932.YIL131C	38.2
632604	4932.YKL143W	13.1
630168	4932.YDR318W	21.1
630786	4932.YFL034W	24.7
634971	4932.YPL031C	137
628849	4932.YAL044W-A	5.28
630315	4932.YDR453C	107
630606	4932.YER080W	182
632217	4932.YJL164C	95.9
633534	4932.YMR001C	32.9
633927	4932.YNL030W	15107
632419	4932.YJR135C	22.8
631820	4932.YIL014W	51.3
630856	4932.YFR032C-A	1135
631106	4932.YGL213C	37.9
634086	4932.YNL178W	3248
629980	4932.YDR147W	76.0
631774	4932.YHR200W	383
629005	4932.YBL080C	30.9
633617	4932.YMR076C	171
631383	4932.YGR205W	94.9
630210	4932.YDR356W	6.2
631357	4932.YGR180C	1973
630000	4932.YDR167W	74.8
631174	4932.YGR016W	5.28
632300	4932.YJR017C	97.7
635125	4932.YPL180W	5.4
631610	4932.YHR057C	7.52
633737	4932.YMR183C	38.2
633924	4932.YNL027W	25.6
634962	4932.YPL022W	31.2
630302	4932.YDR440W	47.9
632105	4932.YJL060W	35.6
629667	4932.YDL101C	77.2
630594	4932.YER072W	268
629778	4932.YDL205C	188
633472	4932.YML080W	41.3
635036	4932.YPL095C	12.7
633847	4932.YMR285C	79.3
633189	4932.YLR291C	148
630051	4932.YDR210W	291
631940	4932.YIL122W	16.3
629803	4932.YDL230W	59.7
633512	4932.YML115C	105
632397	4932.YJR113C	29.7
629351	4932.YBR279W	23.1
632036	4932.YIR034C	2485
632815	4932.YLL018C-A	128
628859	4932.YAL055W	5.75
631589	4932.YHR041C	38.2
634390	4932.YOL052C	157
631309	4932.YGR140W	29.9
630338	4932.YDR475C	47.3
635081	4932.YPL137C	14.6
634446	4932.YOL103W	10.4
629543	4932.YCR092C	16.3
629211	4932.YBR151W	44.3
629400	4932.YCL025C	469
634289	4932.YNR034W	43.8
631125	4932.YGL231C	29.4
631700	4932.YHR136C	48.4
634191	4932.YNL282W	30.3
629358	4932.YBR286W	105
